fpr,tpr,auc
0.0,0.0,0.685
0.0,0.002320185614849188,0.685
0.0,0.016241299303944315,0.685
0.00023920583662241358,0.016241299303944315,0.685
0.00023920583662241358,0.018561484918793503,0.685
0.0003588087549336204,0.018561484918793503,0.685
0.0003588087549336204,0.02088167053364269,0.685
0.0009568233464896543,0.02088167053364269,0.685
0.0009568233464896543,0.02320185614849188,0.685
0.001076426264800861,0.02320185614849188,0.685
0.001076426264800861,0.027842227378190254,0.685
0.0029900729577801697,0.027842227378190254,0.685
0.0029900729577801697,0.03248259860788863,0.685
0.0031096758760913766,0.03248259860788863,0.685
0.0032292787944025836,0.03480278422273782,0.685
0.004305705059203444,0.03480278422273782,0.685
0.004305705059203444,0.03944315545243619,0.685
0.0046645138141370645,0.03944315545243619,0.685
0.0046645138141370645,0.04176334106728538,0.685
0.004784116732448272,0.04176334106728538,0.685
0.004784116732448272,0.04408352668213457,0.685
0.005142925487381892,0.04408352668213457,0.685
0.005142925487381892,0.04640371229698376,0.685
0.005262528405693099,0.04640371229698376,0.685
0.005621337160626719,0.048723897911832945,0.685
0.006219351752182753,0.048723897911832945,0.685
0.006219351752182753,0.05104408352668213,0.685
0.00669776342542758,0.05104408352668213,0.685
0.00669776342542758,0.05336426914153132,0.685
0.006936969262049994,0.05336426914153132,0.685
0.006936969262049994,0.05568445475638051,0.685
0.007176175098672408,0.05568445475638051,0.685
0.007774189690228441,0.05568445475638051,0.685
0.008013395526850856,0.05568445475638051,0.685
0.008013395526850856,0.060324825986078884,0.685
0.009568233464896544,0.060324825986078884,0.685
0.010046645138141371,0.060324825986078884,0.685
0.010166248056452578,0.060324825986078884,0.685
0.010166248056452578,0.06264501160092807,0.685
0.010405453893074991,0.06264501160092807,0.685
0.010405453893074991,0.06496519721577726,0.685
0.010525056811386197,0.06496519721577726,0.685
0.010525056811386197,0.06728538283062645,0.685
0.011123071402942232,0.06728538283062645,0.685
0.011123071402942232,0.06960556844547564,0.685
0.011840688912809472,0.06960556844547564,0.685
0.011840688912809472,0.07192575406032482,0.685
0.011960291831120679,0.07192575406032482,0.685
0.011960291831120679,0.07424593967517401,0.685
0.012199497667743094,0.07424593967517401,0.685
0.013156321014232747,0.07424593967517401,0.685
0.013993541442411194,0.07424593967517401,0.685
0.013993541442411194,0.0765661252900232,0.685
0.01423274727903361,0.0765661252900232,0.685
0.01423274727903361,0.07888631090487239,0.685
0.014471953115656022,0.07888631090487239,0.685
0.014471953115656022,0.08120649651972157,0.685
0.015428776462145676,0.08120649651972157,0.685
0.015428776462145676,0.08352668213457076,0.685
0.016624805645257746,0.08352668213457076,0.685
0.01686401148188016,0.08352668213457076,0.685
0.017701231910058606,0.08816705336426914,0.685
0.018897261093170675,0.08816705336426914,0.685
0.018897261093170675,0.09048723897911833,0.685
0.01949527568472671,0.09048723897911833,0.685
0.01949527568472671,0.09280742459396751,0.685
0.019614878603037914,0.09280742459396751,0.685
0.019614878603037914,0.0951276102088167,0.685
0.02093051070446119,0.0951276102088167,0.685
0.02093051070446119,0.09744779582366589,0.685
0.021050113622772395,0.09744779582366589,0.685
0.021050113622772395,0.09976798143851508,0.685
0.02164812821432843,0.09976798143851508,0.685
0.02164812821432843,0.10208816705336426,0.685
0.021887334050950842,0.10208816705336426,0.685
0.021887334050950842,0.10440835266821345,0.685
0.02200693696926205,0.10440835266821345,0.685
0.02200693696926205,0.10672853828306264,0.685
0.022126539887573255,0.10672853828306264,0.685
0.022126539887573255,0.10904872389791183,0.685
0.02236574572419567,0.10904872389791183,0.685
0.02320296615237412,0.10904872389791183,0.685
0.023322569070685324,0.10904872389791183,0.685
0.023322569070685324,0.11136890951276102,0.685
0.02356177490730774,0.11136890951276102,0.685
0.02356177490730774,0.1136890951276102,0.685
0.024040186580552566,0.1136890951276102,0.685
0.024040186580552566,0.11600928074245939,0.685
0.02499700992704222,0.11600928074245939,0.685
0.02499700992704222,0.11832946635730858,0.685
0.026671450783399116,0.11832946635730858,0.685
0.02906350914962325,0.12296983758700696,0.685
0.029302714986245666,0.12296983758700696,0.685
0.029302714986245666,0.12529002320185614,0.685
0.030020332496112904,0.12529002320185614,0.685
0.030020332496112904,0.12993039443155452,0.685
0.0316947733524698,0.12993039443155452,0.685
0.0316947733524698,0.1345707656612529,0.685
0.03289080253558187,0.1345707656612529,0.685
0.03289080253558187,0.1368909512761021,0.685
0.033010405453893076,0.1368909512761021,0.685
0.033010405453893076,0.13921113689095127,0.685
0.03396722880038273,0.13921113689095127,0.685
0.03803372802296376,0.14153132250580047,0.685
0.03803372802296376,0.14385150812064965,0.685
0.039349360124387035,0.14385150812064965,0.685
0.039349360124387035,0.15081206496519722,0.685
0.03982777179763186,0.15081206496519722,0.685
0.03982777179763186,0.1531322505800464,0.685
0.03994737471594307,0.1531322505800464,0.685
0.03994737471594307,0.1554524361948956,0.685
0.04006697763425428,0.1554524361948956,0.685
0.04006697763425428,0.15777262180974477,0.685
0.04030618347087669,0.15777262180974477,0.685
0.04030618347087669,0.16009280742459397,0.685
0.042459036000478415,0.16009280742459397,0.685
0.042698241837100824,0.16009280742459397,0.685
0.04473149144839134,0.16009280742459397,0.685
0.04843918191603875,0.17865429234338748,0.685
0.052027269465374955,0.17865429234338748,0.685
0.052027269465374955,0.18097447795823665,0.685
0.05214687238368616,0.18097447795823665,0.685
0.05214687238368616,0.18329466357308585,0.685
0.05358210740342064,0.18329466357308585,0.685
0.05358210740342064,0.18561484918793503,0.685
0.053940916158354266,0.18561484918793503,0.685
0.053940916158354266,0.18793503480278423,0.685
0.054180121994976675,0.18793503480278423,0.685
0.05441932783159909,0.18793503480278423,0.685
0.056093768687955986,0.18793503480278423,0.685
0.056093768687955986,0.1902552204176334,0.685
0.05705059203444564,0.1902552204176334,0.685
0.061475900011960294,0.1925754060324826,0.685
0.061475900011960294,0.19953596287703015,0.685
0.0617151058485827,0.19953596287703015,0.685
0.06219351752182753,0.19953596287703015,0.685
0.06219351752182753,0.20185614849187936,0.685
0.06374835545987322,0.20185614849187936,0.685
0.06374835545987322,0.20417633410672853,0.685
0.06542279631623012,0.20417633410672853,0.685
0.06542279631623012,0.20649651972157773,0.685
0.06590120798947495,0.20649651972157773,0.685
0.06590120798947495,0.2088167053364269,0.685
0.06673842841765339,0.2088167053364269,0.685
0.06673842841765339,0.2111368909512761,0.685
0.06913048678387752,0.2111368909512761,0.685
0.06913048678387752,0.21577726218097448,0.685
0.06936969262049994,0.21577726218097448,0.685
0.07690467647410597,0.2296983758700696,0.685
0.07857911733046287,0.2296983758700696,0.685
0.07857911733046287,0.23201856148491878,0.685
0.07905752900370769,0.23201856148491878,0.685
0.07905752900370769,0.23433874709976799,0.685
0.08348283698122234,0.23433874709976799,0.685
0.08348283698122234,0.23665893271461716,0.685
0.08587489534744648,0.23665893271461716,0.685
0.08587489534744648,0.23897911832946636,0.685
0.08731013036718097,0.23897911832946636,0.685
0.08731013036718097,0.24129930394431554,0.685
0.08874536538691544,0.24129930394431554,0.685
0.09628034924052147,0.26218097447795824,0.685
0.09651955507714388,0.26218097447795824,0.685
0.09651955507714388,0.26450116009280744,0.685
0.09723717258701112,0.26450116009280744,0.685
0.09747637842363353,0.26450116009280744,0.685
0.09831359885181198,0.26450116009280744,0.685
0.0985528046884344,0.26450116009280744,0.685
0.0986724076067456,0.26450116009280744,0.685
0.0986724076067456,0.2668213457076566,0.685
0.10309771558426026,0.2668213457076566,0.685
0.10309771558426026,0.2691415313225058,0.685
0.10333692142088267,0.2691415313225058,0.685
0.10333692142088267,0.271461716937355,0.685
0.10393493601243871,0.271461716937355,0.685
0.10393493601243871,0.2737819025522042,0.685
0.10501136227723956,0.2737819025522042,0.685
0.10501136227723956,0.27610208816705334,0.685
0.10513096519555078,0.27610208816705334,0.685
0.10513096519555078,0.28074245939675174,0.685
0.1054897739504844,0.28074245939675174,0.685
0.1054897739504844,0.28306264501160094,0.685
0.10596818562372921,0.28306264501160094,0.685
0.10596818562372921,0.2853828306264501,0.685
0.1072838177251525,0.2853828306264501,0.685
0.1072838177251525,0.2877030162412993,0.685
0.10955627317306542,0.2877030162412993,0.685
0.10955627317306542,0.2900232018561485,0.685
0.11051309651955507,0.2900232018561485,0.685
0.12115775624925249,0.308584686774942,0.685
0.12175577084080852,0.308584686774942,0.685
0.12175577084080852,0.3109048723897912,0.685
0.12235378543236455,0.3109048723897912,0.685
0.12235378543236455,0.31322505800464034,0.685
0.1233106087788542,0.31322505800464034,0.685
0.1233106087788542,0.31786542923433875,0.685
0.12354981461547662,0.31786542923433875,0.685
0.12354981461547662,0.32018561484918795,0.685
0.12378902045209902,0.32018561484918795,0.685
0.12378902045209902,0.3225058004640371,0.685
0.12426743212534386,0.3225058004640371,0.685
0.12426743212534386,0.3248259860788863,0.685
0.12450663796196627,0.3248259860788863,0.685
0.12534385839014472,0.3248259860788863,0.685
0.12534385839014472,0.3271461716937355,0.685
0.12582227006338956,0.3271461716937355,0.685
0.12582227006338956,0.3294663573085847,0.685
0.12976916636765937,0.3294663573085847,0.685
0.12976916636765937,0.33178654292343385,0.685
0.13108479846908264,0.33178654292343385,0.685
0.13108479846908264,0.33410672853828305,0.685
0.1340748714268628,0.33410672853828305,0.685
0.1340748714268628,0.33642691415313225,0.685
0.13455328310010764,0.33642691415313225,0.685
0.13479248893673004,0.33642691415313225,0.685
0.1356297093649085,0.33642691415313225,0.685
0.1356297093649085,0.33874709976798145,0.685
0.1357493122832197,0.33874709976798145,0.685
0.1357493122832197,0.34106728538283065,0.685
0.1358689152015309,0.34106728538283065,0.685
0.1358689152015309,0.3433874709976798,0.685
0.13634732687477574,0.3433874709976798,0.685
0.13634732687477574,0.345707656612529,0.685
0.137662958976199,0.345707656612529,0.685
0.137662958976199,0.3480278422273782,0.685
0.13802176773113264,0.3480278422273782,0.685
0.15273292668341107,0.3619489559164733,0.685
0.15357014711158953,0.3619489559164733,0.685
0.15357014711158953,0.3642691415313225,0.685
0.15357014711158953,0.3689095127610209,0.685
0.15404855878483434,0.3689095127610209,0.685
0.15404855878483434,0.37122969837587005,0.685
0.1565602200693697,0.37122969837587005,0.685
0.1565602200693697,0.37354988399071926,0.685
0.15715823466092574,0.37354988399071926,0.685
0.15715823466092574,0.37587006960556846,0.685
0.15751704341585934,0.37587006960556846,0.685
0.15751704341585934,0.37819025522041766,0.685
0.15811505800741538,0.37819025522041766,0.685
0.15811505800741538,0.3805104408352668,0.685
0.1587130725989714,0.3805104408352668,0.685
0.1587130725989714,0.382830626450116,0.685
0.16146393972012918,0.382830626450116,0.685
0.16146393972012918,0.3851508120649652,0.685
0.16182274847506278,0.3851508120649652,0.685
0.16182274847506278,0.3874709976798144,0.685
0.16230116014830762,0.3874709976798144,0.685
0.16230116014830762,0.38979118329466356,0.685
0.16421480684128692,0.38979118329466356,0.685
0.16421480684128692,0.39211136890951276,0.685
0.16660686520751106,0.39211136890951276,0.685
0.16660686520751106,0.39675174013921116,0.685
0.16816170314555676,0.39675174013921116,0.685
0.16852051190049036,0.39675174013921116,0.685
0.1687597177371128,0.39675174013921116,0.685
0.1687597177371128,0.3990719257540603,0.685
0.16935773232866883,0.3990719257540603,0.685
0.16935773232866883,0.4013921113689095,0.685
0.16995574692022486,0.4013921113689095,0.685
0.16995574692022486,0.4037122969837587,0.685
0.17031455567515846,0.4037122969837587,0.685
0.1705537615117809,0.4037122969837587,0.685
0.1707929673484033,0.4037122969837587,0.685
0.17103217318502573,0.4037122969837587,0.685
0.17115177610333693,0.4037122969837587,0.685
0.17115177610333693,0.4060324825986079,0.685
0.17127137902164813,0.4060324825986079,0.685
0.17174979069489296,0.4060324825986079,0.685
0.1722282023681378,0.4060324825986079,0.685
0.172347805286449,0.40835266821345706,0.685
0.1725870111230714,0.40835266821345706,0.685
0.1881353905035283,0.43155452436194897,0.685
0.19040784595144122,0.43155452436194897,0.685
0.19064705178806363,0.43155452436194897,0.685
0.19064705178806363,0.43387470997679817,0.685
0.193756727664155,0.43387470997679817,0.685
0.193756727664155,0.4361948955916473,0.685
0.1951919626838895,0.4361948955916473,0.685
0.1951919626838895,0.4385150812064965,0.685
0.19782322688673604,0.4385150812064965,0.685
0.19782322688673604,0.4408352668213457,0.685
0.20045449108958258,0.4408352668213457,0.685
0.200693696926205,0.4408352668213457,0.685
0.20200932902762828,0.4408352668213457,0.685
0.20200932902762828,0.4431554524361949,0.685
0.20212893194593948,0.4431554524361949,0.685
0.20212893194593948,0.44547563805104406,0.685
0.20368376988398518,0.44547563805104406,0.685
0.20368376988398518,0.44779582366589327,0.685
0.20511900490371965,0.44779582366589327,0.685
0.20511900490371965,0.45011600928074247,0.685
0.20727185743332138,0.45011600928074247,0.685
0.20751106326994379,0.45011600928074247,0.685
0.20822868077981102,0.45011600928074247,0.685
0.20858748953474465,0.45011600928074247,0.685
0.2093051070446119,0.45011600928074247,0.685
0.20966391579954552,0.45011600928074247,0.685
0.21062073914603516,0.45011600928074247,0.685
0.21062073914603516,0.45243619489559167,0.685
0.2108599449826576,0.45243619489559167,0.685
0.2109795479009688,0.45243619489559167,0.685
0.22796316230116015,0.4756380510440835,0.685
0.22915919148427222,0.4756380510440835,0.685
0.22915919148427222,0.4779582366589327,0.685
0.22951800023920585,0.4779582366589327,0.685
0.22975720607582825,0.4779582366589327,0.685
0.2321492644420524,0.4779582366589327,0.685
0.2321492644420524,0.4802784222737819,0.685
0.232508073196986,0.4802784222737819,0.685
0.232508073196986,0.48259860788863107,0.685
0.23298648487023083,0.48259860788863107,0.685
0.23322569070685326,0.48259860788863107,0.685
0.23525894031814376,0.48259860788863107,0.685
0.23525894031814376,0.48491879350348027,0.685
0.23645496950125583,0.48491879350348027,0.685
0.23657457241956703,0.4872389791183295,0.685
0.24004305705059203,0.4872389791183295,0.685
0.24004305705059203,0.4918793503480278,0.685
0.24375074751823944,0.4918793503480278,0.685
0.24375074751823944,0.494199535962877,0.685
0.24398995335486187,0.494199535962877,0.685
0.24398995335486187,0.4965197215777262,0.685
0.24434876210979548,0.4965197215777262,0.685
0.24434876210979548,0.4988399071925754,0.685
0.2465016146393972,0.4988399071925754,0.685
0.2467408204760196,0.4988399071925754,0.685
0.24733883506757565,0.4988399071925754,0.685
0.24757804090419805,0.4988399071925754,0.685
0.24889367300562135,0.4988399071925754,0.685
0.24913287884224375,0.4988399071925754,0.685
0.25116612845353425,0.4988399071925754,0.685
0.2515249372084679,0.4988399071925754,0.685
0.2516445401267791,0.4988399071925754,0.685
0.2516445401267791,0.5034802784222738,0.685
0.2518837459634015,0.5034802784222738,0.685
0.2521229518000239,0.5034802784222738,0.685
0.2526013634732687,0.5034802784222738,0.685
0.25272096639158,0.5034802784222738,0.685
0.2749671091974644,0.5290023201856149,0.685
0.2756847267073317,0.5290023201856149,0.685
0.2759239325439541,0.5290023201856149,0.685
0.27903360842004543,0.5290023201856149,0.685
0.27903360842004543,0.531322505800464,0.685
0.27915321133835663,0.531322505800464,0.685
0.27915321133835663,0.5336426914153132,0.685
0.28106685803133596,0.5336426914153132,0.685
0.28106685803133596,0.5359628770301624,0.685
0.28190407845951443,0.5359628770301624,0.685
0.28190407845951443,0.5382830626450116,0.685
0.28202368137782563,0.5382830626450116,0.685
0.28202368137782563,0.5406032482598608,0.685
0.28429613682573857,0.5406032482598608,0.685
0.28429613682573857,0.54292343387471,0.685
0.28585097476378424,0.54292343387471,0.685
0.28585097476378424,0.5452436194895591,0.685
0.2868077981102739,0.5452436194895591,0.685
0.2868077981102739,0.5475638051044084,0.685
0.2888410477215644,0.5475638051044084,0.685
0.2888410477215644,0.5522041763341067,0.685
0.28991747398636525,0.5522041763341067,0.685
0.2901566798229877,0.5522041763341067,0.685
0.2915919148427222,0.5522041763341067,0.685
0.2918311206793446,0.5522041763341067,0.685
0.2921899294342782,0.5522041763341067,0.685
0.2937447673723239,0.5522041763341067,0.685
0.2937447673723239,0.5545243619489559,0.685
0.2944623848821911,0.5545243619489559,0.685
0.2944623848821911,0.5568445475638051,0.685
0.296136825738548,0.5568445475638051,0.685
0.296136825738548,0.5591647331786543,0.685
0.29673484033010405,0.5591647331786543,0.685
0.29673484033010405,0.5614849187935035,0.685
0.29697404616672646,0.5614849187935035,0.685
0.29709364908503766,0.5614849187935035,0.685
0.29733285492166006,0.5614849187935035,0.685
0.2974524578399713,0.5614849187935035,0.685
0.2980504724315273,0.5614849187935035,0.685
0.302475780409042,0.5614849187935035,0.685
0.3027149862456644,0.5614849187935035,0.685
0.3028345891639756,0.5614849187935035,0.685
0.303073795000598,0.5614849187935035,0.685
0.3031933979189092,0.5614849187935035,0.685
0.32675517282621697,0.5730858468677494,0.685
0.32854921660088504,0.5730858468677494,0.685
0.3287884224375075,0.5730858468677494,0.685
0.3287884224375075,0.5754060324825986,0.685
0.3290276282741299,0.5754060324825986,0.685
0.3292668341107523,0.5754060324825986,0.685
0.3295060399473747,0.5754060324825986,0.685
0.3297452457839971,0.5754060324825986,0.685
0.330821672048798,0.5754060324825986,0.685
0.330821672048798,0.5777262180974478,0.685
0.3310608778854204,0.5777262180974478,0.685
0.33153928955866524,0.5777262180974478,0.685
0.33165889247697644,0.580046403712297,0.685
0.3339313479248894,0.580046403712297,0.685
0.3341705537615118,0.580046403712297,0.685
0.33488817127137904,0.580046403712297,0.685
0.33512737710800145,0.580046403712297,0.685
0.3376390383925368,0.580046403712297,0.685
0.3376390383925368,0.5823665893271461,0.685
0.33895467049396005,0.5823665893271461,0.685
0.33919387633058246,0.5823665893271461,0.685
0.33931347924889366,0.5823665893271461,0.685
0.33931347924889366,0.5846867749419954,0.685
0.33943308216720486,0.5846867749419954,0.685
0.33955268508551606,0.5870069605568445,0.685
0.3444564047362756,0.5870069605568445,0.685
0.3444564047362756,0.5893271461716937,0.685
0.3449348164095204,0.5893271461716937,0.685
0.3449348164095204,0.5916473317865429,0.685
0.34577203683769886,0.5916473317865429,0.685
0.34601124267432126,0.5916473317865429,0.685
0.3490013156321014,0.5916473317865429,0.685
0.3490013156321014,0.5939675174013921,0.685
0.35079535940676954,0.5939675174013921,0.685
0.35079535940676954,0.5962877030162413,0.685
0.351632579834948,0.5962877030162413,0.685
0.3518717856715704,0.5962877030162413,0.685
0.35294821193637127,0.5962877030162413,0.685
0.35294821193637127,0.5986078886310905,0.685
0.35306781485468247,0.5986078886310905,0.685
0.3533070206913049,0.5986078886310905,0.685
0.35522066738428415,0.5986078886310905,0.685
0.3554598732209066,0.5986078886310905,0.685
0.3555794761392178,0.5986078886310905,0.685
0.3558186819758402,0.5986078886310905,0.685
0.3573735199138859,0.5986078886310905,0.685
0.3573735199138859,0.6009280742459396,0.685
0.3576127257505083,0.6009280742459396,0.685
0.35797153450544195,0.6009280742459396,0.685
0.35856954909699795,0.6009280742459396,0.685
0.35856954909699795,0.6032482598607889,0.685
0.35880875493362036,0.6032482598607889,0.685
0.3589283578519316,0.605568445475638,0.685
0.359167563688554,0.605568445475638,0.685
0.3595263724434876,0.605568445475638,0.685
0.3604831957899773,0.605568445475638,0.685
0.3606027987082885,0.6078886310904872,0.685
0.3608420045449109,0.6078886310904872,0.685
0.36132041621815575,0.6078886310904872,0.685
0.3629948570745126,0.6078886310904872,0.685
0.3629948570745126,0.6125290023201856,0.685
0.3634732687477574,0.6148491879350348,0.685
0.3638320775026911,0.6148491879350348,0.685
0.39193876330582467,0.6589327146171694,0.685
0.39528764501853847,0.6589327146171694,0.685
0.39528764501853847,0.6612529002320185,0.685
0.3962444683650281,0.6612529002320185,0.685
0.3962444683650281,0.6635730858468677,0.685
0.3997129529960531,0.6635730858468677,0.685
0.39995215883267554,0.6635730858468677,0.685
0.4049754814017462,0.6635730858468677,0.685
0.4049754814017462,0.665893271461717,0.685
