importance,pass
0.0010965465493827438,False
0.00299883267116766,False
0.0024960977591741255,False
0.002180917330931851,False
0.0015099019663918128,False
0.0015490966826116335,False
0.003203538511477007,True
0.002165066032994276,False
0.0018627232985299394,False
0.0015820856286888774,False
0.002097066178056785,False
0.0018034784149208096,False
0.0016689301512465848,False
0.002978298468172742,False
0.0024239550737096705,False
0.0028783594883682335,False
0.0014816072745981168,False
0.0016540014584310783,False
0.001592656891814629,False
0.002214400463366697,False
0.0018435305198912725,False
0.001983147770360947,False
0.0018740140446521147,False
0.002168996963917955,False
0.002118481478773816,False
0.0019107060502403404,False
0.0016021013667531486,False
0.0019007441795087612,False
0.0018725213357371037,False
0.0014670928565504026,False
0.002855613725530335,False
0.001813538236703783,False
0.001951854948582628,False
0.0023704717544504052,False
0.0024127868173564244,False
0.0024391494844888885,False
0.0014142513882745842,False
0.001980496961991307,False
0.0019049736491290317,False
0.0020577750856687876,False
0.0017670355187793746,False
0.0017021219139300478,False
0.001575164657522382,False
0.001859987546127217,False
0.002761038066842112,False
0.0018417300737530809,False
0.001385394049382074,False
0.0018045087699920033,False
0.002533271650998592,False
0.002775562617043237,False
0.0019489649129698456,False
0.0022254479233118365,False
0.0020159868633741855,False
0.0021850516768466373,False
0.0019679537779366016,False
0.0033907838250264596,True
0.00248556040352208,False
0.002365137567006653,False
0.001765247565229609,False
0.002323522793570385,False
0.0020416906053043354,False
0.0014127524844717893,False
0.0017565572397588271,False
0.0013718305603033693,False
0.0022920808000312836,False
0.002040065929377064,False
0.0017586764919879964,False
0.0021423124172795737,False
0.0018229776118392417,False
0.0033529719274176186,True
0.0019735142853032385,False
0.001696768030402643,False
0.002736219040773482,False
0.0013604929443594969,False
0.0020908493740607876,False
0.001733120690381793,False
0.0024775980479949983,False
0.00163423150574358,False
0.0013499439049192378,False
0.002857000510805614,False
0.0017159014417230292,False
0.0016385430041034855,False
0.0018236823666576791,False
0.0018320622297344092,False
0.0017528867718706724,False
0.0019962147679471577,False
0.003106669113703443,True
0.0020086667212676893,False
0.0015416376825313671,False
0.0020590273283227285,False
0.002106304497186203,False
0.0013467928344066957,False
0.0028295864843743616,False
0.0015139396634017963,False
0.001998344582241887,False
0.001880745002046237,False
0.001247173882546798,False
0.0027120596950957875,False
0.002253506042782863,False
0.002454574901456203,False
0.0023962379831673044,False
0.0018078939059844343,False
0.0016139872892512958,False
0.001438727753961069,False
0.0021352349764589594,False
0.0019481155956860337,False
0.0026661068852511316,False
0.001824879351442445,False
0.002003515967346641,False
0.002820999762240898,False
0.0028209109525063358,False
0.0020728393819380796,False
0.0031832263751133184,True
0.0026467551210206702,False
0.0019673417238510516,False
0.0016080591048335876,False
0.0017498203137840574,False
0.0021065195621550424,False
0.0028362146967960767,False
0.00269648753105528,False
0.0017329349659475216,False
0.003051711099714075,True
0.0014143201933864383,False
0.0025226497574293905,False
0.0014635155856122972,False
0.0018176633407829387,False
0.0023761765584859353,False
0.0022894083637088358,False
0.00130057490312118,False
0.0024321808246599626,False
0.0014570334199637738,False
0.002665212730659018,False
0.001696304298668771,False
0.002054311043611396,False
0.001777363974289326,False
0.0021477758178632313,False
0.0023184925687902785,False
0.0019643632300491206,False
0.0021333754274232945,False
0.0032074833983458733,True
0.002375718071289612,False
0.001536637300269602,False
0.0018788440687282923,False
0.0023492812883727475,False
0.0023032376862110234,False
0.002362411732507195,False
0.0023285207416071166,False
0.0018264795320780242,False
0.002176433403618575,False
0.003298744188661981,True
0.0018450903099302652,False
0.0015574826789045188,False
0.002125187691911003,False
0.002874760543722778,False
0.0016664621458759672,False
0.0024712105079325616,False
0.0015962496038244098,False
0.00233026409696815,False
0.002376597298886218,False
0.0016511162445813233,False
0.001639381955146309,False
0.001549488712869846,False
0.002095983149090476,False
0.0019015605552872863,False
0.0019181484809964735,False
0.0012003971432485133,False
0.004249272198828085,True
0.001794099802837321,False
0.0014785070916793633,False
0.0017651522035645783,False
0.002152643111645766,False
0.0015555615762117914,False
0.0026628177455421593,False
0.0018813929429795661,False
0.0031106417932307323,True
0.00242077905174055,False
0.002607913551071689,False
0.002453468950230243,False
0.0021205298925242137,False
0.0016266988500510753,False
0.0019661962990029096,False
0.001987658385017474,False
0.002197022819869553,False
0.001999372895501445,False
0.002575340362159514,False
0.0015831419606407097,False
0.0019081925326408782,False
0.001840898733297962,False
0.0023107156087775775,False
0.0026816580489364074,False
0.0024183144412750495,False
0.0018012125960936588,False
0.0045013847523892765,True
0.003299770936673903,True
0.0021427095875712746,False
0.0019803766367989554,False
0.0016839999387316224,False
0.002057368653060713,False
0.0015709161529727305,False
0.0022563174575636297,False
0.0024575497705208726,False
0.0015039780138500158,False
0.0017241618037150855,False
0.004398607611205634,True
0.0019124868634532342,False
0.0026296788919693754,False
0.0014180532116259367,False
0.0015640467110470996,False
0.0014185691509629025,False
0.0018948395447475799,False
0.0023113526700683875,False
0.001484742963091251,False
0.002686383560446563,False
0.002325937078023309,False
0.0020896431914156992,False
0.001997511764974584,False
0.00234772280629965,False
0.0015192668176925745,False
0.0023641483130133105,False
0.0017211191211536241,False
0.001974668399332574,False
0.0016794324868378407,False
0.004614427077929587,True
0.0021115607022224995,False
0.0013153814205137484,False
0.0021989070853733294,False
0.001771577514903634,False
0.001755902479611519,False
0.002403760705668414,False
0.0022442040762116334,False
0.0010141027691005608,False
0.0022352311548207065,False
0.0023462455453809677,False
0.0019091400684240034,False
0.0017974383461105928,False
0.0022659475304050076,False
0.002867248461390665,False
0.0021395543946150595,False
0.0013834264702584633,False
0.0024879634214685547,False
0.001690853681320971,False
0.0015755382686087715,False
0.001654679145715208,False
0.0017839406877609557,False
0.0026321254002989896,False
0.002280262825662207,False
0.00225785185097252,False
0.0017314866547000671,False
0.0018094418263000659,False
0.0018386808260767934,False
0.0025071166769895866,False
0.0024105739689310626,False
0.0030330507572569132,True
0.002356736432556565,False
0.002004488524309395,False
0.0014920652496328624,False
0.001535184990219913,False
0.002091073257454888,False
0.001680275057500391,False
0.002555835586413991,False
0.0015904917438082581,False
0.0026075526792714103,False
0.003059327298974129,True
0.001961654193558522,False
0.0019324567200655486,False
0.0026215454428527296,False
0.0029801518063725437,False
0.0015797465421092632,False
0.0018234115700904007,False
0.0020036969661318994,False
0.002736215552755391,False
0.0015183559273896892,False
0.0015231487599505363,False
0.002293394831252271,False
0.002173989169622095,False
0.0017839481743994134,False
0.0013005297867661582,False
0.0015812531921338443,False
0.0017919045433620387,False
0.0024041174819682863,False
0.0020948699810576484,False
0.002150221910937902,False
0.0017385299034295243,False
0.0015757024835134188,False
0.0027741717500160408,False
0.0027356733680002814,False
0.0016055440295712825,False
0.0024641222547780923,False
0.0016146976514348358,False
0.0014020576408743848,False
0.0020443567806781187,False
0.0014535669516760835,False
0.001748749889574659,False
0.0017088360693446622,False
0.0021577955036042357,False
0.0021952985494579007,False
0.0017748952137518691,False
0.0020295494629776895,False
0.0024240003271435596,False
0.0011803810325763792,False
0.003586311200753892,True
0.0035353280255903106,True
0.0019310662553693148,False
0.0018351868559826822,False
0.0016987078543532934,False
0.0022018090937676637,False
0.0023231334223393894,False
0.002085439855268479,False
0.0028657546956366497,False
0.0020042635796829454,False
0.0013242137703157375,False
0.00218884770843743,False
0.0017298974038751106,False
0.0015898690790758943,False
0.0016412507709269316,False
0.002363797261769093,False
0.004135650484457555,True
0.0024541334108554823,False
0.0017682132595237769,False
0.0018828780789742897,False
0.002062803269661268,False
0.002129132832243161,False
0.0013401528743413166,False
0.0022255004187780323,False
0.002218133144374923,False
0.001696685769739428,False
0.002248749799311797,False
0.0025809965764898397,False
0.002147350348767499,False
0.00195867967202699,False
0.002141416579911603,False
0.002477105707753609,False
0.0015879425131378549,False
0.0016490155914223742,False
0.0025556415066347845,False
0.0017417279833969576,False
0.0015763348088671829,False
0.0019486653694902722,False
0.001884355720858089,False
0.0026151991613345225,False
0.002664131355215522,False
0.0019164847099308632,False
0.0029586122374148155,False
0.001579136768348388,False
0.004181342516405767,True
0.0016569208888271697,False
0.0015255855359835827,False
0.002089505432145116,False
0.0025131446245454324,False
0.0023355689021266417,False
0.002009245889368112,False
0.001724756264543704,False
0.0019555694955629664,False
0.001698775664548158,False
0.0017200409508464417,False
0.0011620180584075931,False
0.0020843321661397855,False
0.001528607084313834,False
0.0018520884109274733,False
0.0016859037070506677,False
0.0015383409969220412,False
0.0019877039545657814,False
0.001913210157895102,False
0.0019606516379874037,False
0.0015065262936717267,False
0.002168196884258508,False
0.0014344494954137616,False
0.002406192232163588,False
0.002518304979137811,False
0.0029051192923694935,False
0.0018118008166808372,False
0.0018855516126513971,False
0.0016754810380254761,False
0.0020025644314665457,False
0.0016407325397447545,False
0.001931732186971405,False
0.00183213900972833,False
0.0016911297141785331,False
0.0014422578579389713,False
0.0018031792857281987,False
0.0019665075789964885,False
0.0016236928852753827,False
0.00212547801011185,False
0.0017261686043327405,False
0.0023138410810057746,False
0.002574170248366534,False
0.0028449390468581266,False
0.002113856049289933,False
0.003310828673873853,True
0.0026217937958763985,False
0.0019426734867422915,False
0.0015444889717610682,False
0.0019752177170629373,False
0.002429093949825285,False
0.0020783481644142416,False
0.0023744047361637824,False
0.0026948552666161652,False
0.0021895995132481835,False
0.0017854291535674186,False
0.002710467511333495,False
0.0021125875916302938,False
0.003149074256336022,True
0.002114620285245002,False
0.0022892602816101137,False
0.0025343071001513156,False
0.002156587849269456,False
0.0015353587279740143,False
0.0023125812530238967,False
0.0016497963185683718,False
0.0013634108275120485,False
0.0032513911129889933,True
0.0018421882019173821,False
0.0024674121100565325,False
0.0016269517461181212,False
0.0010245886289287547,False
0.001636001686984528,False
0.0013113948047984612,False
0.0016869370394442685,False
0.0012393752103922978,False
0.0019853614696705656,False
0.004212087352315526,True
0.002137292262098287,False
0.0018275655497324561,False
0.0017225622659436972,False
0.0020931420280212933,False
0.0022639140158899167,False
0.0016169139617795746,False
0.001598332484261448,False
0.0027478119009009872,False
0.0017421226886923853,False
0.001640286679383496,False
0.001930886376561283,False
0.00164421145017354,False
0.0018255551716977916,False
0.0012370680027212527,False
0.0010830921331898573,False
0.0016433481531225474,False
0.0017769217861707274,False
0.0018655667336498394,False
0.002127256249295477,False
0.0026617088572085464,False
0.002444187112915062,False
0.002022684528482808,False
0.0018843081398650394,False
0.0019077917388161541,False
0.0020396594602887525,False
0.0022074245721104046,False
0.002273406892102873,False
0.0014055873905076525,False
0.0015970460155292634,False
0.002070288219284107,False
0.002214356714229247,False
0.0021017010854693886,False
0.002230298531338837,False
0.001824670527823323,False
0.0024215713033813764,False
0.0017856280142093481,False
0.0015397122232014271,False
0.001813398683225161,False
0.00207952679149889,False
0.0017205853755191212,False
0.0016410092224716363,False
0.002380692305899726,False
0.002712084002685668,False
0.0021399649497585082,False
0.001724501671771738,False
0.002645173083977705,False
0.0027731055312725434,False
0.0026248195515457145,False
0.002910661373787351,False
0.001588954463436411,False
0.0019530873534819272,False
0.0020623900503618734,False
0.0023046531091423326,False
0.0018596706118114918,False
0.0012761461169033914,False
0.0025526062209492513,False
0.0022006890510635493,False
0.0017394429574979732,False
0.0013465491172632697,False
0.00161343773871585,False
0.0027346526431640665,False
